eaf_filename,participant,transcription,transcription_id,xds,sampling_type,is_silent,VIHI_ID,group,utterance_clean,utt_num
TD_463_254.eaf,FA3,oh my gosh she's finally getting to the point where she's feeling okay.,a2039,A,high-volubility,N,TD_463_254,TD,oh my gosh she's finally getting to the point where she's feeling okay,4777
TD_463_254.eaf,FA1,yeah aw.,a2008,A,high-volubility,N,TD_463_254,TD,yeah aw,4778
TD_463_254.eaf,FA3,&=laughs.,a2040,A,high-volubility,N,TD_463_254,TD,,4779
TD_463_254.eaf,FA1,so she's just in-.,a2009,A,high-volubility,N,TD_463_254,TD,so she's just in,4780
TD_463_254.eaf,FA1,-she into her second trimester?,a2010,A,high-volubility,N,TD_463_254,TD,she into her second trimester,4781
TD_463_254.eaf,FA1,or-.,a2011,A,high-volubility,N,TD_463_254,TD,or,4782
TD_463_254.eaf,FA3,well she's xxx.,a2041,A,high-volubility,N,TD_463_254,TD,well she's ,4783
TD_463_254.eaf,FA1,and-.,a2012,A,high-volubility,N,TD_463_254,TD,and,4784
TD_463_254.eaf,FA1,oh okay.,a2013,A,high-volubility,N,TD_463_254,TD,oh okay,4785
TD_463_254.eaf,FA3,twelve I think she's sixteen weeks.,a2042,A,high-volubility,N,TD_463_254,TD,twelve I think she's sixteen weeks,4786
TD_463_254.eaf,FA2,get you bundled up xxx.,a2033,C,high-volubility,N,TD_463_254,TD,get you bundled up ,4787
TD_463_254.eaf,FA1,mm-hm.,a2014,A,high-volubility,N,TD_463_254,TD,mmhm,4788
TD_463_254.eaf,FC1,Mom Mom Mom Mom.,a2018,A,high-volubility,N,TD_463_254,TD,Mom Mom Mom Mom,4789
TD_463_254.eaf,FA3,she gets one of those things where-.,a2060,A,high-volubility,N,TD_463_254,TD,she gets one of those things where,4790
TD_463_254.eaf,FC1,Mom Mom Mom Mom.,a2019,A,high-volubility,N,TD_463_254,TD,Mom Mom Mom Mom,4791
TD_463_254.eaf,FA3,I had to go online and xxx.,a2061,A,high-volubility,N,TD_463_254,TD,I had to go online and ,4792
TD_463_254.eaf,FA1,oh yeah like an app yeah.,a2043,A,high-volubility,N,TD_463_254,TD,oh yeah like an app yeah,4793
TD_463_254.eaf,FC1,Mom Mom Mom Mom.,a2053,A,high-volubility,N,TD_463_254,TD,Mom Mom Mom Mom,4794
TD_463_254.eaf,FA3,so she sends it to us and her-.,a2062,A,high-volubility,N,TD_463_254,TD,so she sends it to us and her,4795
TD_463_254.eaf,FA1,how cute.,a2044,A,high-volubility,N,TD_463_254,TD,how cute,4796
TD_463_254.eaf,FC1,Mom Mom Mom Mom Mom Mom Mom.,a2054,A,high-volubility,N,TD_463_254,TD,Mom Mom Mom Mom Mom Mom Mom,4797
TD_463_254.eaf,FA3,myself and her sisters.,a2063,A,high-volubility,N,TD_463_254,TD,myself and her sisters,4798
TD_463_254.eaf,FA1,is it your first-.,a2045,A,high-volubility,N,TD_463_254,TD,is it your first,4799
TD_463_254.eaf,FA1,-grandbaby?,a2046,A,high-volubility,N,TD_463_254,TD,grandbaby,4800
TD_463_254.eaf,FA3,no I have two boys who are like eight and nine no nine and-.,a2064,A,high-volubility,N,TD_463_254,TD,no I have two boys who are like eight and nine no nine and,4801
TD_463_254.eaf,FA1,okay.,a2047,A,high-volubility,N,TD_463_254,TD,okay,4802
TD_463_254.eaf,FC1,Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom.,a2055,A,high-volubility,N,TD_463_254,TD,Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom Mom,4803
TD_463_254.eaf,FA1,oh fun.,a2048,A,high-volubility,N,TD_463_254,TD,oh fun,4804
TD_463_254.eaf,FA1,&=laughs.,a2049,A,high-volubility,N,TD_463_254,TD,,4805
TD_463_254.eaf,FA3,ten and twelve?,a2066,A,high-volubility,N,TD_463_254,TD,ten and twelve,4806
TD_463_254.eaf,FC1,Mom Mom Mom.,a2056,A,high-volubility,N,TD_463_254,TD,Mom Mom Mom,4807
TD_463_254.eaf,FA3,something like that?,a2820,A,high-volubility,N,TD_463_254,TD,something like that,4808
TD_463_254.eaf,FA1,so you haven't had a baby in a while.,a2050,A,high-volubility,N,TD_463_254,TD,so you haven't had a baby in a while,4809
TD_463_254.eaf,FC1,Mom Mom Mom.,a2057,A,high-volubility,N,TD_463_254,TD,Mom Mom Mom,4810
TD_463_254.eaf,FA3,well no.,a2067,A,high-volubility,N,TD_463_254,TD,well no,4811
TD_463_254.eaf,FA1,&=laughs.,a2051,A,high-volubility,N,TD_463_254,TD,,4812
TD_463_254.eaf,FC1,Mommy la la la la.,a2058,A,high-volubility,N,TD_463_254,TD,Mommy la la la la,4813
TD_463_254.eaf,FA3,it will be nice to have a baby.,a2068,A,high-volubility,N,TD_463_254,TD,it will be nice to have a baby,4814
TD_463_254.eaf,FA1,cool.,a2052,A,high-volubility,N,TD_463_254,TD,cool,4815
TD_463_254.eaf,FA2,when is she due?,a2059,A,high-volubility,N,TD_463_254,TD,when is she due,4816
TD_463_254.eaf,FA3,she's due July-.,a2069,A,high-volubility,N,TD_463_254,TD,she's due July,4817
TD_463_254.eaf,FA3,"some nineteen, twenty, twenty one.",a2070,A,high-volubility,N,TD_463_254,TD,some nineteen twenty twenty one,4818
TD_463_254.eaf,FC1,whoa.,a2086,A,high-volubility,N,TD_463_254,TD,whoa,4819
TD_463_254.eaf,FA1,she was born on July twenty third.,a2071,A,high-volubility,N,TD_463_254,TD,she was born on July twenty third,4820
TD_463_254.eaf,FC1,whoa.,a2087,A,high-volubility,N,TD_463_254,TD,whoa,4821
TD_463_254.eaf,FA1,sh.,a2072,C,high-volubility,N,TD_463_254,TD,sh,4822
TD_463_254.eaf,FA3,you had a July baby too?,a2098,A,high-volubility,N,TD_463_254,TD,you had a July baby too,4823
TD_463_254.eaf,FA1,little tighter.,a2185,A,high-volubility,N,TD_463_254,TD,little tighter,4824
TD_463_254.eaf,FA1,yeah.,a2073,A,high-volubility,N,TD_463_254,TD,yeah,4825
TD_463_254.eaf,FA1,it's a good month to be born huh?,a2213,A,high-volubility,N,TD_463_254,TD,it's a good month to be born huh,4826
TD_463_254.eaf,FA3,my daughter-.,a2215,A,high-volubility,N,TD_463_254,TD,my daughter,4827
TD_463_254.eaf,FA3,my daughter was a July.,a2216,A,high-volubility,N,TD_463_254,TD,my daughter was a July,4828
TD_463_254.eaf,FA1,mm.,a2214,A,high-volubility,N,TD_463_254,TD,mm,4829
TD_463_254.eaf,FA3,the the school birthday party on her birthday.,a2219,A,high-volubility,N,TD_463_254,TD,the the school birthday party on her birthday,4830
TD_463_254.eaf,FA1,I know that's true.,a2230,A,high-volubility,N,TD_463_254,TD,I know that's true,4831
TD_463_254.eaf,FA3,have a big xxx with it.,a2269,A,high-volubility,N,TD_463_254,TD,have a big  with it,4832
TD_463_254.eaf,FA3,she's now thirty seven years old and she still thinks about it.,a2270,A,high-volubility,N,TD_463_254,TD,she's now thirty seven years old and she still thinks about it,4833
TD_463_254.eaf,FA1,really &=laughs.,a2232,A,high-volubility,N,TD_463_254,TD,really ,4834
TD_463_254.eaf,FA3,half birthday xxx year.,a2271,A,high-volubility,N,TD_463_254,TD,half birthday  year,4835
TD_463_254.eaf,FC1,oh oh.,a2259,A,high-volubility,N,TD_463_254,TD,oh oh,4836
TD_463_254.eaf,FC1,oh oh.,a2260,A,high-volubility,N,TD_463_254,TD,oh oh,4837
TD_463_254.eaf,FA1,that's true.,a2233,A,high-volubility,N,TD_463_254,TD,that's true,4838
TD_463_254.eaf,FA1,my husband's birthday is February twentieth.,a2234,A,high-volubility,N,TD_463_254,TD,my husband's birthday is February twentieth,4839
TD_463_254.eaf,FC1,oh oh.,a2262,A,high-volubility,N,TD_463_254,TD,oh oh,4840
TD_463_254.eaf,FA1,he always has breaks.,a2235,A,high-volubility,N,TD_463_254,TD,he always has breaks,4841
TD_463_254.eaf,FA1,um and he's a teacher so he loves it he's like xxx the best birthday present ever.,a2236,A,high-volubility,N,TD_463_254,TD,um and he's a teacher so he loves it he's like  the best birthday present ever,4842
TD_463_254.eaf,FA3,&=laughs.,a2272,A,high-volubility,N,TD_463_254,TD,,4843
TD_463_254.eaf,FC1,mm.,a2265,A,high-volubility,N,TD_463_254,TD,mm,4844
TD_463_254.eaf,FC1,oh.,a2266,A,high-volubility,N,TD_463_254,TD,oh,4845
TD_463_254.eaf,FA3,xxx born around Christmas.,a2273,A,high-volubility,N,TD_463_254,TD, born around Christmas,4846
TD_463_254.eaf,FC1,oh.,a2267,A,high-volubility,N,TD_463_254,TD,oh,4847
TD_463_254.eaf,FA1,yes &=laughs.,a2237,A,high-volubility,N,TD_463_254,TD,yes ,4848
TD_463_254.eaf,FA3,because you get xxx Christmas xxx.,a2274,A,high-volubility,N,TD_463_254,TD,because you get  Christmas ,4849
TD_463_254.eaf,FC1,Daddy.,a2268,A,high-volubility,N,TD_463_254,TD,Daddy,4850
TD_463_254.eaf,FA1,yeah.,a2238,A,high-volubility,N,TD_463_254,TD,yeah,4851
TD_463_254.eaf,FA1,oh those poor parents have to fight all of them.,a2239,A,high-volubility,N,TD_463_254,TD,oh those poor parents have to fight all of them,4852
TD_463_254.eaf,FA3,I wonder why xxx.,a2275,A,high-volubility,N,TD_463_254,TD,I wonder why ,4853
TD_463_254.eaf,FA3,xxx she's smells like xxx makeup xxx.,a2276,A,high-volubility,N,TD_463_254,TD, she's smells like  makeup ,4854
TD_463_254.eaf,FA1,okay yeah.,a2240,A,high-volubility,N,TD_463_254,TD,okay yeah,4855
TD_463_254.eaf,FA3,xxx they also have a lot of baby care.,a2277,A,high-volubility,N,TD_463_254,TD, they also have a lot of baby care,4856
TD_463_254.eaf,FA1,oh really?,a2241,A,high-volubility,N,TD_463_254,TD,oh really,4857
TD_463_254.eaf,FA3,which I really like.,a2278,A,high-volubility,N,TD_463_254,TD,which I really like,4858
TD_463_254.eaf,FA1,yeah.,a2242,A,high-volubility,N,TD_463_254,TD,yeah,4859
TD_463_254.eaf,FA3,they have a lot of clothing.,a2279,A,high-volubility,N,TD_463_254,TD,they have a lot of clothing,4860
TD_463_254.eaf,FA1,it's-.,a2243,A,high-volubility,N,TD_463_254,TD,it's,4861
TD_463_254.eaf,FA1,I-.,a2244,A,high-volubility,N,TD_463_254,TD,I,4862
TD_463_254.eaf,FA1,you know it's expensive and I don't do everything but it's really nice.,a2245,A,high-volubility,N,TD_463_254,TD,you know it's expensive and I don't do everything but it's really nice,4863
TD_463_254.eaf,FA1,yeah.,a2246,A,high-volubility,N,TD_463_254,TD,yeah,4864
TD_463_254.eaf,FA1,and they were awesome-.,a2247,A,high-volubility,N,TD_463_254,TD,and they were awesome,4865
TD_463_254.eaf,FA1,I did it with her-.,a2248,A,high-volubility,N,TD_463_254,TD,I did it with her,4866
TD_463_254.eaf,FA1,-and I loved it.,a2249,A,high-volubility,N,TD_463_254,TD,and I loved it,4867
TD_463_254.eaf,FA1,then I got really-.,a2250,A,high-volubility,N,TD_463_254,TD,then I got really,4868
TD_463_254.eaf,FA1,-well towards the end of my pregnancy-.,a2251,A,high-volubility,N,TD_463_254,TD,well towards the end of my pregnancy,4869
TD_463_254.eaf,FA1,-with him I just was like-.,a2252,A,high-volubility,N,TD_463_254,TD,with him I just was like,4870
TD_463_254.eaf,FA1,-I'll put her in disposable-.,a2253,A,high-volubility,N,TD_463_254,TD,I'll put her in disposable,4871
TD_463_254.eaf,FA3,yeah.,a2307,A,high-volubility,N,TD_463_254,TD,yeah,4872
TD_463_254.eaf,FA1,-and she wouldn't let me put her back in-.,a2254,A,high-volubility,N,TD_463_254,TD,and she wouldn't let me put her back in,4873
TD_463_254.eaf,FA1,-cloth.,a2255,A,high-volubility,N,TD_463_254,TD,cloth,4874
TD_463_254.eaf,FA1,then I never got the rhythm with him so I'm-.,a2256,A,high-volubility,N,TD_463_254,TD,then I never got the rhythm with him so I'm,4875
TD_463_254.eaf,FA3,I got xxx.,a2309,A,high-volubility,N,TD_463_254,TD,I got ,4876
TD_463_254.eaf,FA1,I don't know I-.,a2257,A,high-volubility,N,TD_463_254,TD,I don't know I,4877
TD_463_254.eaf,FA3,yeah.,a2310,A,high-volubility,N,TD_463_254,TD,yeah,4878
TD_463_254.eaf,FA1,I'm gonna try it again now that he's eight months but.,a2258,A,high-volubility,N,TD_463_254,TD,I'm gonna try it again now that he's eight months but,4879
TD_463_254.eaf,FA3,you know like I well I had the xxx.,a2311,A,high-volubility,N,TD_463_254,TD,you know like I well I had the ,4880
TD_463_254.eaf,FA1,oh yeah.,a2291,A,high-volubility,N,TD_463_254,TD,oh yeah,4881
TD_463_254.eaf,FA3,it was really xxx.,a2312,A,high-volubility,N,TD_463_254,TD,it was really ,4882
TD_463_254.eaf,FA1,yeah.,a2292,A,high-volubility,N,TD_463_254,TD,yeah,4883
TD_463_254.eaf,FA3,it's something I have always-.,a2314,A,high-volubility,N,TD_463_254,TD,it's something I have always,4884
TD_463_254.eaf,FA2,come here.,a2305,C,high-volubility,N,TD_463_254,TD,come here,4885
TD_463_254.eaf,FA1,they really do and cloth diapers are nothing like they used to be either like they look like regular.,a2293,A,high-volubility,N,TD_463_254,TD,they really do and cloth diapers are nothing like they used to be either like they look like regular,4886
TD_463_254.eaf,FA2,we have to be careful with that xxx.,a2306,C,high-volubility,N,TD_463_254,TD,we have to be careful with that ,4887
TD_463_254.eaf,FA1,yeah I would totally do that.,a2294,A,high-volubility,N,TD_463_254,TD,yeah I would totally do that,4888
TD_463_254.eaf,FA1,second time around.,a2295,A,high-volubility,N,TD_463_254,TD,second time around,4889
TD_463_254.eaf,FA1,it's-.,a2296,A,high-volubility,N,TD_463_254,TD,it's,4890
TD_463_254.eaf,FA1,I have a friend who like xxx whose actually does a diaper sale and you can register for it.,a2297,A,high-volubility,N,TD_463_254,TD,I have a friend who like  whose actually does a diaper sale and you can register for it,4891
TD_463_254.eaf,FA1,like people can buy it on for your you know?,a2298,A,high-volubility,N,TD_463_254,TD,like people can buy it on for your you know,4892
TD_463_254.eaf,FC1,Mama.,a2304,A,high-volubility,N,TD_463_254,TD,Mama,4893
TD_463_254.eaf,FA1,for your shower or whatever.,a2299,A,high-volubility,N,TD_463_254,TD,for your shower or whatever,4894
TD_463_254.eaf,FA3,xxx what if I didn't talk to you.,a2317,A,high-volubility,N,TD_463_254,TD, what if I didn't talk to you,4895
TD_463_254.eaf,FA1,&=laughs.,a2300,A,high-volubility,N,TD_463_254,TD,,4896
TD_463_254.eaf,FA1,it's a really fun one.,a321,C,random,N,TD_463_254,TD,it's a really fun one,4897
TD_463_254.eaf,FA1,so.,a322,C,random,N,TD_463_254,TD,so,4898
TD_463_254.eaf,FA1,this is I_love_you_just_the_way_you_are.,a323,C,random,N,TD_463_254,TD,this is Iloveyoujustthewayyouare,4899
TD_463_254.eaf,FA1,and this one is called.,a324,C,random,N,TD_463_254,TD,and this one is called,4900
TD_463_254.eaf,FA1,Dog_loves_books.,a325,C,random,N,TD_463_254,TD,Doglovesbooks,4901
TD_463_254.eaf,FA1,this is Snowmen_at_night.,a326,C,random,N,TD_463_254,TD,this is Snowmenatnight,4902
TD_463_254.eaf,FA1,you remember the snowman book you read?,a327,C,random,N,TD_463_254,TD,you remember the snowman book you read,4903
TD_463_254.eaf,FC1,mm.,a366,A,random,N,TD_463_254,TD,mm,4904
TD_463_254.eaf,FA1,this one is a different one.,a328,C,random,N,TD_463_254,TD,this one is a different one,4905
TD_463_254.eaf,FA1,them at night.,a329,C,random,N,TD_463_254,TD,them at night,4906
TD_463_254.eaf,FA1,uh this one's says I_love_my_daddy.,a330,C,random,N,TD_463_254,TD,uh this one's says Ilovemydaddy,4907
TD_463_254.eaf,FA1,that's really sweet.,a331,C,random,N,TD_463_254,TD,that's really sweet,4908
TD_463_254.eaf,FA1,um.,a332,C,random,N,TD_463_254,TD,um,4909
TD_463_254.eaf,FA1,Snow_snow_snow!,a333,C,random,N,TD_463_254,TD,Snowsnowsnow,4910
TD_463_254.eaf,FA1,"<'cause> [: because] that's what's happening these days, we have lots of snow.",a334,C,random,N,TD_463_254,TD,  because that's what's happening these days we have lots of snow,4911
TD_463_254.eaf,FA1,this one is called.,a335,C,random,N,TD_463_254,TD,this one is called,4912
TD_463_254.eaf,FA1,The_violin_and_other_stringed_instruments.,a336,C,random,N,TD_463_254,TD,Theviolinandotherstringedinstruments,4913
TD_463_254.eaf,FA1,this is all about.,a337,C,random,N,TD_463_254,TD,this is all about,4914
TD_463_254.eaf,FA1,"the violin, the cello, the guitar.",a338,C,random,N,TD_463_254,TD,the violin the cello the guitar,4915
TD_463_254.eaf,FA1,do you think that'd be fun to read?,a339,C,random,N,TD_463_254,TD,do you think that'd be fun to read,4916
TD_463_254.eaf,FC1,mm.,a367,A,random,N,TD_463_254,TD,mm,4917
TD_463_254.eaf,FA1,yeah.,a340,C,random,N,TD_463_254,TD,yeah,4918
TD_463_254.eaf,FA1,oh cool.,a341,C,random,N,TD_463_254,TD,oh cool,4919
TD_463_254.eaf,FA1,the sitar.,a342,C,random,N,TD_463_254,TD,the sitar,4920
TD_463_254.eaf,FA1,the kora.,a343,C,random,N,TD_463_254,TD,the kora,4921
TD_463_254.eaf,FA1,the <die a lie tea> [: balalaika].,a344,C,random,N,TD_463_254,TD,the <die a lie tea>  balalaika,4922
TD_463_254.eaf,FA1,hm.,a345,C,random,N,TD_463_254,TD,hm,4923
TD_463_254.eaf,FA1,balalaika?,a346,C,random,N,TD_463_254,TD,balalaika,4924
TD_463_254.eaf,FA1,balalaika?,a347,C,random,N,TD_463_254,TD,balalaika,4925
TD_463_254.eaf,FA1,it's from Russia.,a348,C,random,N,TD_463_254,TD,it's from Russia,4926
TD_463_254.eaf,FA1,and the buzu-.,a349,C,random,N,TD_463_254,TD,and the buzu,4927
TD_463_254.eaf,FA1,bouzouki.,a350,C,random,N,TD_463_254,TD,bouzouki,4928
TD_463_254.eaf,FA1,from Greece.,a351,C,random,N,TD_463_254,TD,from Greece,4929
TD_463_254.eaf,FA1,we'll have to look those up- and the harp.,a352,C,random,N,TD_463_254,TD,we'll have to look those up and the harp,4930
TD_463_254.eaf,FA1,we'll have to listen.,a353,C,random,N,TD_463_254,TD,we'll have to listen,4931
TD_463_254.eaf,FA1,"to them on Youtube, okay?",a354,C,random,N,TD_463_254,TD,to them on Youtube okay,4932
TD_463_254.eaf,FA1,cool stuff.,a355,C,random,N,TD_463_254,TD,cool stuff,4933
TD_463_254.eaf,FC1,mm.,a368,A,random,N,TD_463_254,TD,mm,4934
TD_463_254.eaf,FA1,this one's called The_teddy_bears_picnic.,a356,C,random,N,TD_463_254,TD,this one's called Theteddybearspicnic,4935
TD_463_254.eaf,FC1,I don't want to read that one.,a369,A,random,N,TD_463_254,TD,I don't want to read that one,4936
TD_463_254.eaf,FA1,no?,a357,C,random,N,TD_463_254,TD,no,4937
TD_463_254.eaf,FA1,how come?,a358,C,random,N,TD_463_254,TD,how come,4938
TD_463_254.eaf,FA1,you don't like teddy_bears?,a359,C,random,N,TD_463_254,TD,you don't like teddybears,4939
TD_463_254.eaf,FC1,no.,a370,A,random,N,TD_463_254,TD,no,4940
TD_463_254.eaf,FA1,that's fair.,a360,C,random,N,TD_463_254,TD,that's fair,4941
TD_463_254.eaf,FA1,this one's called Cockadoodle_doo_creak_pop_pop_moo.,a361,C,random,N,TD_463_254,TD,this one's called Cockadoodledoocreakpoppopmoo,4942
TD_463_254.eaf,FA1,you wanna read this one?,a362,C,random,N,TD_463_254,TD,you wanna read this one,4943
TD_463_254.eaf,FC1,no.,a371,A,random,N,TD_463_254,TD,no,4944
TD_463_254.eaf,FA1,hm?,a363,C,random,N,TD_463_254,TD,hm,4945
TD_463_254.eaf,FC1,no.,a372,A,random,N,TD_463_254,TD,no,4946
TD_463_254.eaf,FA1,no?,a364,C,random,N,TD_463_254,TD,no,4947
TD_463_254.eaf,FA1,"let's just try it, we're gonna try it.",a365,C,random,N,TD_463_254,TD,let's just try it we're gonna try it,4948
TD_463_254.eaf,FA1,oh!,a260,C,random,N,TD_463_254,TD,oh,4949
TD_463_254.eaf,FA1,have you got some gas?,a261,C,random,N,TD_463_254,TD,have you got some gas,4950
TD_463_254.eaf,FA1,"yeah, you got some gas?",a262,C,random,N,TD_463_254,TD,yeah you got some gas,4951
TD_463_254.eaf,FA1,&=gasps do you hear the train?,a263,C,random,N,TD_463_254,TD, do you hear the train,4952
TD_463_254.eaf,FA1,<choo choo> [=! imitatestrain].,a264,C,random,N,TD_463_254,TD,<choo choo> = imitatestrain,4953
TD_463_254.eaf,FA1,<choo choo> [=! imitatestrain].,a265,C,random,N,TD_463_254,TD,<choo choo> = imitatestrain,4954
TD_463_254.eaf,FA1,mm-hm.,a266,C,random,N,TD_463_254,TD,mmhm,4955
TD_463_254.eaf,FA1,oo spit up.,a267,C,random,N,TD_463_254,TD,oo spit up,4956
TD_463_254.eaf,FA1,spit up!,a268,C,random,N,TD_463_254,TD,spit up,4957
TD_463_254.eaf,FA1,"thank you, dude.",a269,C,random,N,TD_463_254,TD,thank you dude,4958
TD_463_254.eaf,FA1,"oh my love_bug, what's going on?",a270,C,random,N,TD_463_254,TD,oh my lovebug what's going on,4959
TD_463_254.eaf,FA1,does your tummy hurt?,a271,C,random,N,TD_463_254,TD,does your tummy hurt,4960
TD_463_254.eaf,FA1,do you wanna go in the jumper so xxx?,a272,C,random,N,TD_463_254,TD,do you wanna go in the jumper so ,4961
TD_463_254.eaf,FA1,"ugh, yuck.",a273,C,random,N,TD_463_254,TD,ugh yuck,4962
TD_463_254.eaf,FA1,yeah.,a274,C,random,N,TD_463_254,TD,yeah,4963
TD_463_254.eaf,FA1,there we go.,a275,C,random,N,TD_463_254,TD,there we go,4964
TD_463_254.eaf,FA1,does that feel good?,a276,C,random,N,TD_463_254,TD,does that feel good,4965
TD_463_254.eaf,FA1,"yeah, does that feel <good> [=! laughs]?",a277,C,random,N,TD_463_254,TD,yeah does that feel  = laughs,4966
TD_463_254.eaf,FA1,"wow, buddy!",a278,C,random,N,TD_463_254,TD,wow buddy,4967
TD_463_254.eaf,FA1,I hear you.,a607,C,random,N,TD_463_254,TD,I hear you,4968
TD_463_254.eaf,FA1,you xxx?,a608,C,random,N,TD_463_254,TD,you ,4969
TD_463_254.eaf,FA1,"you're okay, you're alright.",a609,C,random,N,TD_463_254,TD,you're okay you're alright,4970
TD_463_254.eaf,FA1,"I know, I know.",a610,C,random,N,TD_463_254,TD,I know I know,4971
TD_463_254.eaf,FA1,hi.,a611,C,random,N,TD_463_254,TD,hi,4972
TD_463_254.eaf,FA1,you're fine.,a612,C,random,N,TD_463_254,TD,you're fine,4973
TD_463_254.eaf,FA1,yeah.,a613,C,random,N,TD_463_254,TD,yeah,4974
TD_463_254.eaf,FA1,I know.,a614,C,random,N,TD_463_254,TD,I know,4975
TD_463_254.eaf,FA1,reach.,a615,C,random,N,TD_463_254,TD,reach,4976
TD_463_254.eaf,FA1,maybe you should just say nothing if you're gonna be cranky_pants.,a616,C,random,N,TD_463_254,TD,maybe you should just say nothing if you're gonna be crankypants,4977
TD_463_254.eaf,FA1,"if you're gonna be cranky, why don't you just go to sleep?",a617,C,random,N,TD_463_254,TD,if you're gonna be cranky why don't you just go to sleep,4978
TD_463_254.eaf,FA1,"okay, roll over.",a618,C,random,N,TD_463_254,TD,okay roll over,4979
TD_463_254.eaf,FA1,"get off you belly, come on.",a619,C,random,N,TD_463_254,TD,get off you belly come on,4980
TD_463_254.eaf,FA1,you can do it.,a620,C,random,N,TD_463_254,TD,you can do it,4981
TD_463_254.eaf,FA1,"you've gotta learn to use your arms and your knees, okay?",a621,C,random,N,TD_463_254,TD,you've gotta learn to use your arms and your knees okay,4982
TD_463_254.eaf,FA1,you've gotta learn!,a622,C,random,N,TD_463_254,TD,you've gotta learn,4983
TD_463_254.eaf,FA1,"come on, you can do it.",a623,C,random,N,TD_463_254,TD,come on you can do it,4984
TD_463_254.eaf,FA1,come on buddy.,a624,C,random,N,TD_463_254,TD,come on buddy,4985
TD_463_254.eaf,FA1,"come on, put your-.",a625,C,random,N,TD_463_254,TD,come on put your,4986
TD_463_254.eaf,FA1,"you can do it, come on, oh baby boy, you can do it.",a626,C,random,N,TD_463_254,TD,you can do it come on oh baby boy you can do it,4987
TD_463_254.eaf,FA1,"sweetheart, it's okay, come on up!",a627,C,random,N,TD_463_254,TD,sweetheart it's okay come on up,4988
TD_463_254.eaf,FA1,yes!,a628,C,random,N,TD_463_254,TD,yes,4989
TD_463_254.eaf,FA1,push!,a629,C,random,N,TD_463_254,TD,push,4990
TD_463_254.eaf,FA1,push!,a630,C,random,N,TD_463_254,TD,push,4991
TD_463_254.eaf,FA1,push!,a631,C,random,N,TD_463_254,TD,push,4992
TD_463_254.eaf,FA1,"I know Bubba, I know, come on.",a632,C,random,N,TD_463_254,TD,I know Bubba I know come on,4993
TD_463_254.eaf,FA1,come on.,a633,C,random,N,TD_463_254,TD,come on,4994
TD_463_254.eaf,FA1,"come on Silas, you can do it!",a634,C,random,N,TD_463_254,TD,come on Silas you can do it,4995
TD_463_254.eaf,FA1,you can do it!,a635,C,random,N,TD_463_254,TD,you can do it,4996
TD_463_254.eaf,FA1,it's okay.,a636,C,random,N,TD_463_254,TD,it's okay,4997
TD_463_254.eaf,FA1,Silas.,a637,C,random,N,TD_463_254,TD,Silas,4998
TD_463_254.eaf,FA1,"you can do it Bubba, you can do it.",a638,C,random,N,TD_463_254,TD,you can do it Bubba you can do it,4999
TD_463_254.eaf,FA1,oh my boy.,a639,C,random,N,TD_463_254,TD,oh my boy,5000
TD_463_254.eaf,FA1,mm-hm.,a640,C,random,N,TD_463_254,TD,mmhm,5001
TD_463_254.eaf,FA2,just take all three of those three!,a970,C,random,N,TD_463_254,TD,just take all three of those three,5002
TD_463_254.eaf,FA3,oh I'm coming!,a993,C,random,N,TD_463_254,TD,oh I'm coming,5003
TD_463_254.eaf,FA2,"aw, is that your toy?",a971,C,random,N,TD_463_254,TD,aw is that your toy,5004
TD_463_254.eaf,FC1,I was playing those!,a1026,B,random,N,TD_463_254,TD,I was playing those,5005
TD_463_254.eaf,FA3,mm-hm.,a994,C,random,N,TD_463_254,TD,mmhm,5006
TD_463_254.eaf,FA2,it's okay she just wants to share with you.,a972,C,random,N,TD_463_254,TD,it's okay she just wants to share with you,5007
TD_463_254.eaf,FA3,hi!,a995,C,random,N,TD_463_254,TD,hi,5008
TD_463_254.eaf,FA3,what are you xxx?,a996,C,random,N,TD_463_254,TD,what are you ,5009
TD_463_254.eaf,MA2,do you mind xxx keeps telling on xxx?,a1011,C,random,N,TD_463_254,TD,do you mind  keeps telling on ,5010
TD_463_254.eaf,UC1,&=shrieks.,a1038,C,random,N,TD_463_254,TD,,5011
TD_463_254.eaf,FA2,oh good catch.,a973,C,random,N,TD_463_254,TD,oh good catch,5012
TD_463_254.eaf,UC1,mm-hm.,a1040,C,random,N,TD_463_254,TD,mmhm,5013
TD_463_254.eaf,UC1,"oo, Granny, look!",a1041,A,random,N,TD_463_254,TD,oo Granny look,5014
TD_463_254.eaf,MA2,xxx blanket or your xxx?,a1012,A,random,N,TD_463_254,TD, blanket or your ,5015
TD_463_254.eaf,FA2,look at you!,a974,C,random,N,TD_463_254,TD,look at you,5016
TD_463_254.eaf,FC1,I wanna play that.,a1029,B,random,N,TD_463_254,TD,I wanna play that,5017
TD_463_254.eaf,FC1,"um, Daddy?",a1030,A,random,N,TD_463_254,TD,um Daddy,5018
TD_463_254.eaf,MA2,I'll just leave it in here just in case xxx.,a1013,A,random,N,TD_463_254,TD,I'll just leave it in here just in case ,5019
TD_463_254.eaf,FA3,alright.,a997,C,random,N,TD_463_254,TD,alright,5020
TD_463_254.eaf,FC1,"xxx, okay.",a1031,A,random,N,TD_463_254,TD, okay,5021
